fieldid,instance_id,path,category,field,participants,items,units,sexed,coding,notes,link,excluded,cat_mult_indicator_fields,cat_single_to_cat_mult,date_convert,valuetype,allow_regression
131439,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J09 (influenza due to certain identified influenza virus),19,19,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J09, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""influenza due to certain identified influenza virus"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131439,YES-PROCESSING,,,,Categorical single,0
131440,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J10 first reported (influenza due to identified influenza virus),609,609,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J10. The code corresponds to ""influenza due to identified influenza virus"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131440,,,,BINARY,Date,1
131441,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J10 (influenza due to identified influenza virus),609,609,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J10, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""influenza due to identified influenza virus"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131441,YES-PROCESSING,,,,Categorical single,0
131442,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J11 first reported (influenza, virus not identified)",10896,10896,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J11. The code corresponds to ""influenza, virus not identified"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131442,,,,BINARY,Date,1
131443,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J11 (influenza, virus not identified)",10896,10896,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J11, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""influenza, virus not identified"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131443,YES-PROCESSING,,,,Categorical single,0
131444,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J12 first reported (viral pneumonia, not elsewhere classified)",207,207,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J12. The code corresponds to ""viral pneumonia, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131444,,,,BINARY,Date,1
131445,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J12 (viral pneumonia, not elsewhere classified)",207,207,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J12, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""viral pneumonia, not elsewhere classified"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131445,YES-PROCESSING,,,,Categorical single,0
131446,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J13 first reported (pneumonia due to streptococcus pneumoniae),886,886,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J13. The code corresponds to ""pneumonia due to streptococcus pneumoniae"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131446,,,,BINARY,Date,1
131447,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J13 (pneumonia due to streptococcus pneumoniae),886,886,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J13, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pneumonia due to streptococcus pneumoniae"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131447,YES-PROCESSING,,,,Categorical single,0
131448,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J14 first reported (pneumonia due to haemophilus influenzae),164,164,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J14. The code corresponds to ""pneumonia due to haemophilus influenzae"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131448,,,,BINARY,Date,1
131449,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J14 (pneumonia due to haemophilus influenzae),164,164,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J14, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pneumonia due to haemophilus influenzae"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131449,YES-PROCESSING,,,,Categorical single,0
131450,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J15 first reported (bacterial pneumonia, not elsewhere classified)",1025,1025,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J15. The code corresponds to ""bacterial pneumonia, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131450,,,,BINARY,Date,1
131451,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J15 (bacterial pneumonia, not elsewhere classified)",1025,1025,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J15, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""bacterial pneumonia, not elsewhere classified"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131451,YES-PROCESSING,,,,Categorical single,0
131452,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J16 first reported (pneumonia due to other infectious organisms, not elsewhere classified)",80,80,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J16. The code corresponds to ""pneumonia due to other infectious organisms, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131452,,,,BINARY,Date,1
131453,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J16 (pneumonia due to other infectious organisms, not elsewhere classified)",80,80,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J16, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pneumonia due to other infectious organisms, not elsewhere classified"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131453,YES-PROCESSING,,,,Categorical single,0
131454,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J17 first reported (pneumonia in diseases classified elsewhere),238,238,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J17. The code corresponds to ""pneumonia in diseases classified elsewhere"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131454,,,,BINARY,Date,1
131455,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J17 (pneumonia in diseases classified elsewhere),238,238,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J17, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pneumonia in diseases classified elsewhere"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131455,YES-PROCESSING,,,,Categorical single,0
131456,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J18 first reported (pneumonia, organism unspecified)",24038,24038,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J18. The code corresponds to ""pneumonia, organism unspecified"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131456,,,,BINARY,Date,1
131457,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J18 (pneumonia, organism unspecified)",24038,24038,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J18, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pneumonia, organism unspecified"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131457,YES-PROCESSING,,,,Categorical single,0
131458,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J20 first reported (acute bronchitis),5372,5372,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J20. The code corresponds to ""acute bronchitis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131458,,,,BINARY,Date,1
131459,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J20 (acute bronchitis),5372,5372,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J20, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""acute bronchitis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131459,YES-PROCESSING,,,,Categorical single,0
131460,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J21 first reported (acute bronchiolitis),130,130,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J21. The code corresponds to ""acute bronchiolitis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131460,,,,BINARY,Date,1
131461,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J21 (acute bronchiolitis),130,130,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J21, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""acute bronchiolitis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131461,YES-PROCESSING,,,,Categorical single,0
131462,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J22 first reported (unspecified acute lower respiratory infection),59381,59381,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J22. The code corresponds to ""unspecified acute lower respiratory infection"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131462,,,,BINARY,Date,1
131463,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J22 (unspecified acute lower respiratory infection),59381,59381,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J22, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""unspecified acute lower respiratory infection"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131463,YES-PROCESSING,,,,Categorical single,0
131464,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J30 first reported (vasomotor and allergic rhinitis),48063,48063,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J30. The code corresponds to ""vasomotor and allergic rhinitis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131464,,,,BINARY,Date,1
131465,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J30 (vasomotor and allergic rhinitis),48063,48063,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J30, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""vasomotor and allergic rhinitis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131465,YES-PROCESSING,,,,Categorical single,0
131466,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J31 first reported (chronic rhinitis, nasopharyngitis and pharyngitis)",6510,6510,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J31. The code corresponds to ""chronic rhinitis, nasopharyngitis and pharyngitis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131466,,,,BINARY,Date,1
131467,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J31 (chronic rhinitis, nasopharyngitis and pharyngitis)",6510,6510,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J31, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""chronic rhinitis, nasopharyngitis and pharyngitis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131467,YES-PROCESSING,,,,Categorical single,0
131468,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J32 first reported (chronic sinusitis),12674,12674,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J32. The code corresponds to ""chronic sinusitis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131468,,,,BINARY,Date,1
131469,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J32 (chronic sinusitis),12674,12674,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J32, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""chronic sinusitis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131469,YES-PROCESSING,,,,Categorical single,0
131470,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J33 first reported (nasal polyp),7318,7318,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J33. The code corresponds to ""nasal polyp"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131470,,,,BINARY,Date,1
131471,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J33 (nasal polyp),7318,7318,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J33, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""nasal polyp"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131471,YES-PROCESSING,,,,Categorical single,0
131472,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J34 first reported (other disorders of nose and nasal sinuses),17073,17073,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J34. The code corresponds to ""other disorders of nose and nasal sinuses"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131472,,,,BINARY,Date,1
131473,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J34 (other disorders of nose and nasal sinuses),17073,17073,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J34, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""other disorders of nose and nasal sinuses"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131473,YES-PROCESSING,,,,Categorical single,0
131474,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J35 first reported (chronic diseases of tonsils and adenoids),1760,1760,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J35. The code corresponds to ""chronic diseases of tonsils and adenoids"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131474,,,,BINARY,Date,1
131475,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J35 (chronic diseases of tonsils and adenoids),1760,1760,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J35, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""chronic diseases of tonsils and adenoids"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131475,YES-PROCESSING,,,,Categorical single,0
131476,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J36 first reported (peritonsillar abscess),858,858,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J36. The code corresponds to ""peritonsillar abscess"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131476,,,,BINARY,Date,1
131477,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J36 (peritonsillar abscess),858,858,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J36, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""peritonsillar abscess"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131477,YES-PROCESSING,,,,Categorical single,0
131478,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J37 first reported (chronic laryngitis and laryngotracheitis),569,569,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J37. The code corresponds to ""chronic laryngitis and laryngotracheitis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131478,,,,BINARY,Date,1
131479,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J37 (chronic laryngitis and laryngotracheitis),569,569,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J37, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""chronic laryngitis and laryngotracheitis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131479,YES-PROCESSING,,,,Categorical single,0
131480,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J38 first reported (diseases of vocal cords and larynx, not elsewhere classified)",3071,3071,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J38. The code corresponds to ""diseases of vocal cords and larynx, not elsewhere classified"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131480,,,,BINARY,Date,1
131481,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J38 (diseases of vocal cords and larynx, not elsewhere classified)",3071,3071,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J38, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""diseases of vocal cords and larynx, not elsewhere classified"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131481,YES-PROCESSING,,,,Categorical single,0
131482,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J39 first reported (other diseases of upper respiratory tract),1620,1620,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J39. The code corresponds to ""other diseases of upper respiratory tract"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131482,,,,BINARY,Date,1
131483,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J39 (other diseases of upper respiratory tract),1620,1620,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J39, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""other diseases of upper respiratory tract"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131483,YES-PROCESSING,,,,Categorical single,0
131484,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Date J40 first reported (bronchitis, not specified as acute or chronic)",9273,9273,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J40. The code corresponds to ""bronchitis, not specified as acute or chronic"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131484,,,,BINARY,Date,1
131485,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,"Source of report of J40 (bronchitis, not specified as acute or chronic)",9273,9273,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J40, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""bronchitis, not specified as acute or chronic"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131485,YES-PROCESSING,,,,Categorical single,0
131486,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J41 first reported (simple and mucopurulent chronic bronchitis),106,106,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J41. The code corresponds to ""simple and mucopurulent chronic bronchitis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131486,,,,BINARY,Date,1
131487,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J41 (simple and mucopurulent chronic bronchitis),106,106,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J41, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""simple and mucopurulent chronic bronchitis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131487,YES-PROCESSING,,,,Categorical single,0
131488,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J42 first reported (unspecified chronic bronchitis),544,544,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J42. The code corresponds to ""unspecified chronic bronchitis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131488,,,,BINARY,Date,1
131489,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J42 (unspecified chronic bronchitis),544,544,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J42, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""unspecified chronic bronchitis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131489,YES-PROCESSING,,,,Categorical single,0
131490,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J43 first reported (emphysema),3141,3141,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J43. The code corresponds to ""emphysema"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131490,,,,BINARY,Date,1
131491,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J43 (emphysema),3141,3141,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J43, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""emphysema"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131491,YES-PROCESSING,,,,Categorical single,0
131492,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J44 first reported (other chronic obstructive pulmonary disease),15993,15993,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J44. The code corresponds to ""other chronic obstructive pulmonary disease"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131492,,,,BINARY,Date,1
131493,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J44 (other chronic obstructive pulmonary disease),15993,15993,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J44, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""other chronic obstructive pulmonary disease"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131493,YES-PROCESSING,,,,Categorical single,0
131494,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J45 first reported (asthma),67876,67876,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J45. The code corresponds to ""asthma"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131494,,,,BINARY,Date,1
131495,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J45 (asthma),67876,67876,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J45, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""asthma"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131495,YES-PROCESSING,,,,Categorical single,0
131496,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J46 first reported (status asthmaticus),494,494,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J46. The code corresponds to ""status asthmaticus"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131496,,,,BINARY,Date,1
131497,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J46 (status asthmaticus),494,494,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J46, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""status asthmaticus"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131497,YES-PROCESSING,,,,Categorical single,0
131498,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J47 first reported (bronchiectasis),4100,4100,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J47. The code corresponds to ""bronchiectasis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131498,,,,BINARY,Date,1
131499,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J47 (bronchiectasis),4100,4100,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J47, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""bronchiectasis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131499,YES-PROCESSING,,,,Categorical single,0
131500,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J60 first reported (coalworker's pneumoconiosis),32,32,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J60. The code corresponds to ""coalworker's pneumoconiosis"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131500,,,,BINARY,Date,1
131501,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J60 (coalworker's pneumoconiosis),32,32,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J60, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""coalworker's pneumoconiosis"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131501,YES-PROCESSING,,,,Categorical single,0
131502,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J61 first reported (pneumoconiosis due to asbestos and other mineral fibres),510,510,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J61. The code corresponds to ""pneumoconiosis due to asbestos and other mineral fibres"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131502,,,,BINARY,Date,1
131503,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J61 (pneumoconiosis due to asbestos and other mineral fibres),510,510,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J61, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pneumoconiosis due to asbestos and other mineral fibres"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131503,YES-PROCESSING,,,,Categorical single,0
131504,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Date J62 first reported (pneumoconiosis due to dust containing silica),18,18,,Unisex,819,"Date of the first occurrence of any code mapped to 3-character ICD10 J62. The code corresponds to ""pneumoconiosis due to dust containing silica"". Note that events which were apparently before birth were omitted when constructing this data field.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131504,,,,BINARY,Date,1
131505,0,Health-related outcomes > First occurrences > Respiratory system disorders,2410,Source of report of J62 (pneumoconiosis due to dust containing silica),18,18,,Unisex,2171,"Source of the first code mapped to 3-character ICD10 J62, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pneumoconiosis due to dust containing silica"". See ~R593~ for details of how the first source was assigned.",http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=131505,YES-PROCESSING,,,,Categorical single,0
