"FieldID","Category","Path","Field","ValueType","DataCoding","Excluded","CatMultIndicatorFields","CatSingleToCatMult","DateConvert","Participants","Items","Units","Strata","Instances","Array","Notes","Link","phenoCategory","covarType"
132169,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O03 (spontaneous abortion)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,5817,5817,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O03, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""spontaneous abortion"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132169","Pregnancy, childbirth and the puerperium","centerSex"
132170,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O04 first reported (medical abortion)","Date",NA,NA,NA,NA,NA,4009,4009,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O04. The code corresponds to ""medical abortion"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132170","Pregnancy, childbirth and the puerperium","centerSex"
132171,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O04 (medical abortion)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,4009,4009,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O04, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""medical abortion"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132171","Pregnancy, childbirth and the puerperium","centerSex"
132172,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O05 first reported (other abortion)","Date",NA,NA,NA,NA,NA,6,6,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O05. The code corresponds to ""other abortion"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132172","Pregnancy, childbirth and the puerperium","centerSex"
132173,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O05 (other abortion)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,6,6,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O05, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""other abortion"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132173","Pregnancy, childbirth and the puerperium","centerSex"
132174,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O06 first reported (unspecified abortion)","Date",NA,NA,NA,NA,NA,512,512,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O06. The code corresponds to ""unspecified abortion"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132174","Pregnancy, childbirth and the puerperium","centerSex"
132175,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O06 (unspecified abortion)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,512,512,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O06, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""unspecified abortion"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132175","Pregnancy, childbirth and the puerperium","centerSex"
132176,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O07 first reported (failed attempted abortion)","Date",NA,NA,NA,NA,NA,23,23,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O07. The code corresponds to ""failed attempted abortion"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132176","Pregnancy, childbirth and the puerperium","centerSex"
132177,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O07 (failed attempted abortion)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,23,23,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O07, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""failed attempted abortion"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132177","Pregnancy, childbirth and the puerperium","centerSex"
132178,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O08 first reported (complications following abortion and ectopic and molar pregnancy)","Date",NA,NA,NA,NA,NA,85,85,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O08. The code corresponds to ""complications following abortion and ectopic and molar pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132178","Pregnancy, childbirth and the puerperium","centerSex"
132179,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O08 (complications following abortion and ectopic and molar pregnancy)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,85,85,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O08, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""complications following abortion and ectopic and molar pregnancy"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132179","Pregnancy, childbirth and the puerperium","centerSex"
132180,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O10 first reported (pre-existing hypertension complicating pregnancy, childbirth and the puerperium)","Date",NA,NA,NA,NA,NA,129,129,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O10. The code corresponds to ""pre-existing hypertension complicating pregnancy, childbirth and the puerperium"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132180","Pregnancy, childbirth and the puerperium","centerSex"
132181,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O10 (pre-existing hypertension complicating pregnancy, childbirth and the puerperium)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,129,129,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O10, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pre-existing hypertension complicating pregnancy, childbirth and the puerperium"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132181","Pregnancy, childbirth and the puerperium","centerSex"
132182,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O11 first reported (pre-existing hypertensive disorder with superimposed proteinuria)","Date",NA,NA,NA,NA,NA,32,32,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O11. The code corresponds to ""pre-existing hypertensive disorder with superimposed proteinuria"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132182","Pregnancy, childbirth and the puerperium","centerSex"
132183,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O11 (pre-existing hypertensive disorder with superimposed proteinuria)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,32,32,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O11, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""pre-existing hypertensive disorder with superimposed proteinuria"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132183","Pregnancy, childbirth and the puerperium","centerSex"
132184,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O12 first reported (gestational [pregnancy-induced] oedema and proteinuria without hypertension)","Date",NA,NA,NA,NA,NA,224,224,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O12. The code corresponds to ""gestational [pregnancy-induced] oedema and proteinuria without hypertension"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132184","Pregnancy, childbirth and the puerperium","centerSex"
132185,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O12 (gestational [pregnancy-induced] oedema and proteinuria without hypertension)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,224,224,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O12, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""gestational [pregnancy-induced] oedema and proteinuria without hypertension"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132185","Pregnancy, childbirth and the puerperium","centerSex"
132186,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O13 first reported (gestational [pregnancy-induced] hypertension without significant proteinuria)","Date",NA,NA,NA,NA,NA,836,836,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O13. The code corresponds to ""gestational [pregnancy-induced] hypertension without significant proteinuria"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132186","Pregnancy, childbirth and the puerperium","centerSex"
132187,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O13 (gestational [pregnancy-induced] hypertension without significant proteinuria)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,836,836,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O13, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""gestational [pregnancy-induced] hypertension without significant proteinuria"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132187","Pregnancy, childbirth and the puerperium","centerSex"
132188,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O14 first reported (gestational [pregnancy-induced] hypertension with significant proteinuria)","Date",NA,NA,NA,NA,NA,577,577,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O14. The code corresponds to ""gestational [pregnancy-induced] hypertension with significant proteinuria"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132188","Pregnancy, childbirth and the puerperium","centerSex"
132189,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O14 (gestational [pregnancy-induced] hypertension with significant proteinuria)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,577,577,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O14, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""gestational [pregnancy-induced] hypertension with significant proteinuria"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132189","Pregnancy, childbirth and the puerperium","centerSex"
132190,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O15 first reported (eclampsia)","Date",NA,NA,NA,NA,NA,108,108,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O15. The code corresponds to ""eclampsia"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132190","Pregnancy, childbirth and the puerperium","centerSex"
132191,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O15 (eclampsia)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,108,108,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O15, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""eclampsia"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132191","Pregnancy, childbirth and the puerperium","centerSex"
132192,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O16 first reported (unspecified maternal hypertension)","Date",NA,NA,NA,NA,NA,862,862,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O16. The code corresponds to ""unspecified maternal hypertension"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132192","Pregnancy, childbirth and the puerperium","centerSex"
132193,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O16 (unspecified maternal hypertension)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,862,862,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O16, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""unspecified maternal hypertension"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132193","Pregnancy, childbirth and the puerperium","centerSex"
132194,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O20 first reported (haemorrhage in early pregnancy)","Date",NA,NA,NA,NA,NA,1552,1552,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O20. The code corresponds to ""haemorrhage in early pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132194","Pregnancy, childbirth and the puerperium","centerSex"
132195,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O20 (haemorrhage in early pregnancy)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,1552,1552,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O20, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""haemorrhage in early pregnancy"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132195","Pregnancy, childbirth and the puerperium","centerSex"
132196,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O21 first reported (excessive vomiting in pregnancy)","Date",NA,NA,NA,NA,NA,406,406,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O21. The code corresponds to ""excessive vomiting in pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132196","Pregnancy, childbirth and the puerperium","centerSex"
132197,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O21 (excessive vomiting in pregnancy)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,406,406,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O21, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""excessive vomiting in pregnancy"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132197","Pregnancy, childbirth and the puerperium","centerSex"
132198,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O22 first reported (venous complications in pregnancy)","Date",NA,NA,NA,NA,NA,142,142,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O22. The code corresponds to ""venous complications in pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132198","Pregnancy, childbirth and the puerperium","centerSex"
132199,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O22 (venous complications in pregnancy)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,142,142,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O22, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""venous complications in pregnancy"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132199","Pregnancy, childbirth and the puerperium","centerSex"
132200,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O23 first reported (infections of genito-urinary tract in pregnancy)","Date",NA,NA,NA,NA,NA,338,338,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O23. The code corresponds to ""infections of genito-urinary tract in pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132200","Pregnancy, childbirth and the puerperium","centerSex"
132201,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O23 (infections of genito-urinary tract in pregnancy)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,338,338,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O23, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""infections of genito-urinary tract in pregnancy"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132201","Pregnancy, childbirth and the puerperium","centerSex"
132202,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O24 first reported (diabetes mellitus in pregnancy)","Date",NA,NA,NA,NA,NA,781,781,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O24. The code corresponds to ""diabetes mellitus in pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132202","Pregnancy, childbirth and the puerperium","centerSex"
132203,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O24 (diabetes mellitus in pregnancy)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,781,781,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O24, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""diabetes mellitus in pregnancy"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132203","Pregnancy, childbirth and the puerperium","centerSex"
132204,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O25 first reported (malnutrition in pregnancy)","Date",NA,NA,NA,NA,NA,1,1,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O25. The code corresponds to ""malnutrition in pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132204","Pregnancy, childbirth and the puerperium","centerSex"
132205,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O25 (malnutrition in pregnancy)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,1,1,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O25, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""malnutrition in pregnancy"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132205","Pregnancy, childbirth and the puerperium","centerSex"
132206,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O26 first reported (maternal care for other conditions predominantly related to pregnancy)","Date",NA,NA,NA,NA,NA,2519,2519,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O26. The code corresponds to ""maternal care for other conditions predominantly related to pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132206","Pregnancy, childbirth and the puerperium","centerSex"
132207,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O26 (maternal care for other conditions predominantly related to pregnancy)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,2519,2519,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O26, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""maternal care for other conditions predominantly related to pregnancy"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132207","Pregnancy, childbirth and the puerperium","centerSex"
132208,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O28 first reported (abnormal findings on antenatal screening of mother)","Date",NA,NA,NA,NA,NA,146,146,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O28. The code corresponds to ""abnormal findings on antenatal screening of mother"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132208","Pregnancy, childbirth and the puerperium","centerSex"
132209,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O28 (abnormal findings on antenatal screening of mother)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,146,146,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O28, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""abnormal findings on antenatal screening of mother"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132209","Pregnancy, childbirth and the puerperium","centerSex"
132210,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O29 first reported (complications of anaesthesia during pregnancy)","Date",NA,NA,NA,NA,NA,2,2,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O29. The code corresponds to ""complications of anaesthesia during pregnancy"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132210","Pregnancy, childbirth and the puerperium","centerSex"
132211,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O29 (complications of anaesthesia during pregnancy)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,2,2,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O29, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""complications of anaesthesia during pregnancy"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132211","Pregnancy, childbirth and the puerperium","centerSex"
132212,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O30 first reported (multiple gestation)","Date",NA,NA,NA,NA,NA,641,641,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O30. The code corresponds to ""multiple gestation"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132212","Pregnancy, childbirth and the puerperium","centerSex"
132213,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O30 (multiple gestation)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,641,641,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O30, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""multiple gestation"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132213","Pregnancy, childbirth and the puerperium","centerSex"
132214,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O31 first reported (complications specific to multiple gestation)","Date",NA,NA,NA,NA,NA,35,35,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O31. The code corresponds to ""complications specific to multiple gestation"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132214","Pregnancy, childbirth and the puerperium","centerSex"
132215,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O31 (complications specific to multiple gestation)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,35,35,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O31, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""complications specific to multiple gestation"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132215","Pregnancy, childbirth and the puerperium","centerSex"
132216,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O32 first reported (maternal care for known or suspected malpresentation of foetus)","Date",NA,NA,NA,NA,NA,1555,1555,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O32. The code corresponds to ""maternal care for known or suspected malpresentation of foetus"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132216","Pregnancy, childbirth and the puerperium","centerSex"
132217,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O32 (maternal care for known or suspected malpresentation of foetus)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,1555,1555,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O32, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""maternal care for known or suspected malpresentation of foetus"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132217","Pregnancy, childbirth and the puerperium","centerSex"
132218,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O33 first reported (maternal care for known or suspected disproportion)","Date",NA,NA,NA,NA,NA,100,100,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O33. The code corresponds to ""maternal care for known or suspected disproportion"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132218","Pregnancy, childbirth and the puerperium","centerSex"
132219,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O33 (maternal care for known or suspected disproportion)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,100,100,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O33, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""maternal care for known or suspected disproportion"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132219","Pregnancy, childbirth and the puerperium","centerSex"
132220,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O34 first reported (maternal care for known or suspected abnormality of pelvic organs)","Date",NA,NA,NA,NA,NA,2059,2059,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O34. The code corresponds to ""maternal care for known or suspected abnormality of pelvic organs"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132220","Pregnancy, childbirth and the puerperium","centerSex"
132221,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O34 (maternal care for known or suspected abnormality of pelvic organs)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,2059,2059,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O34, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""maternal care for known or suspected abnormality of pelvic organs"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132221","Pregnancy, childbirth and the puerperium","centerSex"
132222,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Date O35 first reported (maternal care for known or suspected foetal abnormality and damage)","Date",NA,NA,NA,NA,NA,345,345,"","Derived",1,1,"Date of the first occurrence of any code mapped to 3-character ICD10 O35. The code corresponds to ""maternal care for known or suspected foetal abnormality and damage"". Note that events which were apparently before birth were omitted when constructing this data field.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132222","Pregnancy, childbirth and the puerperium","centerSex"
132223,2415,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium","Source of report of O35 (maternal care for known or suspected foetal abnormality and damage)","Categorical single",NA,"YES-PROCESSING",NA,NA,NA,345,345,"","Derived",1,1,"Source of the first code mapped to 3-character ICD10 O35, and whether this code occurs in other source(s) with the same or a later event date. The code corresponds to ""maternal care for known or suspected foetal abnormality and damage"". See ~R593~ for details of how the first source was assigned.","http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=132223","Pregnancy, childbirth and the puerperium","centerSex"
